Name,Flight_Start_Date__c,Flight_End_Date__c,Vertical__c,Digital_Strategist__c,Channel_Partner__c,CM_Impressions__c,Amount,Description,StageName,CloseDate,Reason_Won__c,Signed_IO_uploaded__c,Business_Unit_WF__c,RecordTypeId,OwnerID,Contact__c,CM_item__c,Opportunity_Type__c,Who_is_paying_us__c,Strategic_Focus__c
P161 - Cox Corp Mktg - Nov 2017,2017-11-01,2017-11-30,NULL,0050P000006pL9zQAE,001U000001gBRdrIAG,16110206,"85423.06",,Closed Won,2017-11-01 10:33:02,Hard Work,TRUE,Telecom,012U0000000AFSA,005U0000003ee2w,003U000001pDW8S,TRUE,Corporate Marketing,None,FALSE
